,datetime,city,state,country,shape,duration_(seconds),duration_(hours/min),comments,date_posted,latitude,longitude,month,year,year_month
18343,2012-01-19 19:30:00,woodstock,vt,us,fireball,300,5 minutes,Orange fireball over woodstock vermont following route 4 then turning on to route 12,1/24/2012,43.6241667,-72.5188889,1,2012,2012-01
18344,2012-01-19 19:35:00,christiansburg,va,us,fireball,300,5 minutes,Orange fireballs over the New River Valley&#44 Southwest Virginia,3/13/2012,37.1297222,-80.4091667,1,2012,2012-01
18345,2012-11-09 19:40:00,bakersfield,ca,us,unknown,540,9 minutes,Red object displaying bizarre flight patterns before shooting directly upwards into space,11/19/2012,35.3733333,-119.0177778,11,2012,2012-11
18346,2012-01-19 19:40:00,winter park,fl,us,fireball,300,5 min.,A rising or nearing bright yellow glowing rectangle stopped to create a fireball shape&#44 dropped glitter-like substance&#44 and disappeared,1/24/2012,28.5997222,-81.3394444,1,2012,2012-01
18347,2012-01-19 19:45:00,thonotosassa,fl,us,unknown,300,5 mins,Saw a large light in the sky that seemed to have things coming off of it&#44 then vanished out of the sky.,1/24/2012,28.0611111,-82.3025,1,2012,2012-01
18348,2012-01-19 20:10:00,indialantic,fl,us,light,300,5 min,As I was driving south on state road A1A I observed a red stationary light about 100ft off the ground over a strip mall. I pulled into,1/24/2012,28.0891667,-80.5658333,1,2012,2012-01
18349,2012-01-19 20:45:00,cape coral,fl,us,disk,240,4 mins,Flying disk with red and blue lights/ disapeared in sky like a light balb went out,1/24/2012,26.5625000,-81.9497222,1,2012,2012-01
18350,2012-11-09 20:45:00,land o&#39lakes,fl,,circle,300,5 minutes,Approx 15 bright orange circular lights slowly moving in the sky in a linear pattern...then they would change positions.,11/19/2012,28.198096,-82.432994,11,2012,2012-11
18351,2012-11-09 21:00:00,burlington (canada),on,ca,fireball,60,1 minute,Fireball in sky.,11/19/2012,43.316667,-79.8,11,2012,2012-11
18352,2012-11-09 21:30:00,coral springs,fl,us,sphere,120,2 minutes,Orange Spheres flying over Coral Springs.,11/19/2012,26.2708333,-80.2708333,11,2012,2012-11
18353,2012-11-09 21:30:00,winter springs,fl,us,sphere,900,15 minutes,Reddish orange sphere changed shaped them multiplies.,12/20/2012,28.6986111,-81.3083333,11,2012,2012-11
18354,2012-01-19 21:46:00,new port richey,fl,us,light,120,2 minutes,2 bright orange-red twinkling lights traveling in tandem&#44 then climbed and faded away,1/24/2012,28.2438889,-82.7194444,1,2012,2012-01
18355,2012-01-19 22:00:00,atkins,ar,us,triangle,120,2 minutes,ARKANSAS SIGHTING,1/24/2012,35.2463889,-92.9363889,1,2012,2012-01
18356,2012-11-09 22:00:00,centreville,va,us,other,0,uncertain,Object with lighted sphere in center and red/blue/green triangles on either side.,12/20/2012,38.8402778,-77.4291667,11,2012,2012-11
18357,2012-11-09 22:00:00,greensboro,nc,us,sphere,600,10 minutes,What was in the skies over Greensboro Friday night&#44 11/09/12?,11/19/2012,36.0725000,-79.7922222,11,2012,2012-11
18358,2012-11-09 22:00:00,ketchikan,ak,us,light,7200,2 hours,Square formation of 4 lighthouse like beacons rotating in sequence clockwise.,11/19/2012,55.3422222,-131.6461111,11,2012,2012-11
18359,2012-11-09 22:00:00,radford,va,us,flash,1800,30 minutes,Saw two flashing lights&#44 blue-green light fell from sky. Moving slow&#44 many helicopers following.,11/19/2012,37.1316667,-80.5766667,11,2012,2012-11
18360,2012-01-19 22:10:00,miami beach,fl,us,fireball,3600,1 our +,A fireball seeing over Miami for more than 1+ hours,1/24/2012,25.7902778,-80.1302778,1,2012,2012-01
18361,2012-11-09 23:00:00,albuquerque,nm,us,flash,0,,Blue/Green streaming flash of light shooting towards and over the Sandia Mountains near Tramway.,11/19/2012,35.0844444,-106.6505556,11,2012,2012-11
18362,2012-11-09 23:00:00,albuquerque,nm,us,unknown,0,explosion,Unknown explosion over Albuquerque NM.,11/19/2012,35.0844444,-106.6505556,11,2012,2012-11
18363,2012-11-09 23:00:00,antioch,ca,us,light,900,15 minutes,3 BRIGHT ORANGE LIGHTS HOVERED IN SKY.,11/19/2012,38.0050000,-121.8047222,11,2012,2012-11
18364,2012-01-19 23:06:00,st. stephen,sc,us,fireball,120,2 minutes,My wife and I were looking in the northeasterly sky when a green fireball fell.  One would see it as a meteorite.  It was falling strai,1/24/2012,33.4041667,-79.9219444,1,2012,2012-01
18365,2012-11-09 23:15:00,lewiston,me,us,light,300,5 minutes,White light moving across sky that stopped and stayed still.,11/19/2012,44.1002778,-70.2152778,11,2012,2012-11
18366,2012-11-09 23:30:00,lisbon,oh,us,circle,600,10 minutes,Bright red circular craft in mid-air doing circles,11/19/2012,40.7719444,-80.7683333,11,2012,2012-11
18368,2013-11-09 00:00:00,arlington,tx,us,cross,300,5 minutes,Cross-shaped ufo with white and red blinking bright lights that hovered over Arlington&#44 Tx&#44 near the ground.,11/20/2013,32.7355556,-97.1077778,11,2013,2013-11
18369,2013-01-19 03:27:00,parsons (east of),ks,us,circle,8,5-8 seconds,SE Kansas object to slow to be a falling star. Moving southeastern pattern bluish circle stayed lite until it disappeared in the.,2/4/2013,37.3402778,-95.2608333,1,2013,2013-01
18370,2013-01-19 03:41:00,clarkston,mi,us,other,0,west,Lights seemed to resemble heat lighting but in colors such as orange&#44 blue and green. The colors only flash/pulse. Lasted around 5-7min,2/4/2013,42.7358333,-83.4188889,1,2013,2013-01
18372,2013-11-09 09:08:00,stillwater,ok,us,light,2700,45 minutes,I saw 7 or 8 balls of white light in clear sky at 9:00 AM that were flying in non linear fashion with a strange zigzag trajectory to NE,11/11/2013,36.1155556,-97.0580556,11,2013,2013-11
18373,2013-11-09 09:15:00,shoto,wi,us,circle,180,3 minutes,Black disk over Shoto.,11/11/2013,44.1752778,-87.6491667,11,2013,2013-11
18374,2013-11-09 09:45:00,santa monica,ca,us,cylinder,30,30 seconds,Silver almost transparent looking objects over Santa Monica&#44 CA 90401.,11/11/2013,34.0194444,-118.4902778,11,2013,2013-11
18375,2013-11-09 10:20:00,clearwater,fl,us,unknown,660,11:00,Long hovering sound.,11/11/2013,27.9655556,-82.8002778,11,2013,2013-11
18377,2013-01-19 14:15:00,boulder (near),co,us,other,120,~2 minutes,A tight group of flashbulb-like lights glittering high up in a clear blue sky.,2/4/2013,40.0150000,-105.27,1,2013,2013-01
18378,2013-01-19 15:00:00,denver,co,us,disk,10,10 seconds,Small Metallic Disc Sighted in Denver&#44 CO.,2/4/2013,39.7391667,-104.9841667,1,2013,2013-01
18379,2013-01-19 17:00:00,fairmont/morgantown,wv,,disk,60,1 minute,Red&#44 yellow/white&#44 and blue lights on saucer object floating over house. UFO WV.,4/12/2013,39.481369,-80.117992,1,2013,2013-01
18380,2013-11-09 17:10:00,cleveland (west side of),oh,us,other,180,2-3 minutes,butterfly shaped flying ufo low flying  Cleveland&#44 Ohio.,11/11/2013,41.4994444,-81.6955556,11,2013,2013-11
18381,2013-11-09 17:30:00,kuparuk oilfield,ak,,light,120,minutes,Light in sky very strange&#44 but believed to be noctilucent clouds seen through dark&#44 lower clouds.,11/20/2013,0,0.0,11,2013,2013-11
18382,2013-11-09 17:30:00,kuparuk oilfield,ak,,light,600,10 minutes,Bright light above the clouds shines a beam down which does not reach the ground.,11/11/2013,0,0.0,11,2013,2013-11
18383,2013-11-09 18:00:00,farmingdale,ny,us,fireball,600,10 minutes,Six orange fireballs in evening sky.,11/11/2013,40.7325000,-73.4458333,11,2013,2013-11
18384,2013-11-09 18:10:00,frenchberg,ky,,other,0,ongoing,Crazy. Camping and four lights appear in a horizontal line. Blinking repeatedly. Been here many times and have never seen. Lights exten,11/11/2013,37.950916,-83.625745,11,2013,2013-11
18385,2013-01-19 18:43:00,grayson,ga,us,unknown,300,5 minutes,Amber colored lights appeared to be moving towards us when two alligned one on top of the other and then they hovered.,2/4/2013,33.8941667,-83.9558333,1,2013,2013-01
18387,2013-11-09 19:00:00,waikoloa,hi,us,light,7200,2 hours,Huge orange/white ball of light with mini lights speeding by it and exiting it.  ((NUFORC Note:  Sighting of Venus?  PD)),11/11/2013,19.9430556,-155.7902778,11,2013,2013-11
18388,2013-11-09 19:15:00,mccordsville,in,us,fireball,1200,20 minutes,Orange lights over geist.,11/11/2013,39.9080556,-85.9227778,11,2013,2013-11
18389,2013-11-09 19:30:00,georgia,vt,,sphere,2700,30-45 minutes,Multiple yellowish objects in the sky.,11/11/2013,44.713611,-73.110556,11,2013,2013-11
18390,2013-11-09 19:40:00,dobson,nc,us,light,180,3 minutes,30+ orange lights flying in formation.,11/11/2013,36.3955556,-80.7227778,11,2013,2013-11
18391,2013-11-09 19:40:00,mesa,az,us,formation,600,~10 minutes,Formation of moving lights split off and hover.,11/11/2013,33.4222222,-111.8219444,11,2013,2013-11
18392,2013-11-09 19:44:00,inverness,fl,us,light,600,10 minutes,Lights in sky over Inverness&#44 Florida UFO 11/9/2013,11/11/2013,28.8355556,-82.3305556,11,2013,2013-11
18393,2013-11-09 19:48:00,pomfret,ct,us,light,600,10 minutes,11/09/13 Pomfret CT  Light  10 minutes  6 bright absolutely silent orange/reddish pulsing lights moving east to west at low altitude,11/11/2013,41.8975000,-71.9630556,11,2013,2013-11
18394,2013-11-09 19:50:00,inverness,fl,us,light,600,10 minutes,Numerous bright orange objects seen in sky over Inverness&#44 Florida on 11/9/13.,11/11/2013,28.8355556,-82.3305556,11,2013,2013-11
18395,2013-01-19 20:15:00,augusta,mo,us,sphere,10,~10 seconds,A previously stationary &quot;star&quot; suddenly moved and then vanished.,2/4/2013,38.5725000,-90.8819444,1,2013,2013-01
18396,2013-11-09 20:40:00,hanover/weymouth,ma,,unknown,1500,25 minutes,Crazy lights.,11/11/2013,42.170664,-70.905443,11,2013,2013-11
18397,2013-11-09 20:40:00,overland park,ks,us,fireball,300,~5 minutes,One Fiery Red Orb ~Hovering~ Over Overland Park... That&#39s twice now within 5 months&#33,11/20/2013,38.9822222,-94.6705556,11,2013,2013-11
18398,2013-11-09 20:45:00,gibsonia,pa,us,formation,1800,30 minutes,Three yellow light shapes moving in erratic formations,11/11/2013,40.6300000,-79.9697222,11,2013,2013-11
18399,2013-11-09 20:45:00,roanoke,va,us,light,0,,Star sized orb powers up (it got brighter than Venus) in the NW sky then back to a star&#44 moved off to the NE.,11/11/2013,37.2708333,-79.9416667,11,2013,2013-11
18400,2013-01-19 20:50:00,mt.pleasant,sc,,fireball,120,1-2 minutes,5-7 orange/red orbs traveling in linear pattern with erratic movements in elevation that disappeared as they ascended in elevation.,2/4/2013,32.832322,-79.828426,1,2013,2013-01
18401,2013-01-19 21:00:00,branford,ct,us,light,10,10 seconds,Series of flashing colorful lights and then took off and vanished within a second.,2/4/2013,41.2794444,-72.8155556,1,2013,2013-01
18402,2013-01-19 21:00:00,fairbanks,ak,us,fireball,120,2 minutes,4 Balls of Fire Dance in The Northern Sky,6/2/2013,64.8377778,-147.7163889,1,2013,2013-01
18403,2013-11-09 21:00:00,ralston,ne,us,chevron,10,10 seconds,Gray&#44 low flying V object with no lights&#44 no sound on a clear night with no clouds,11/11/2013,41.2052778,-96.0422222,11,2013,2013-11
18404,2013-11-09 21:00:00,severna park,md,us,sphere,900,15 minutes,Silent red spheres moving in single file across the sky in Severna Park Maryland.,11/11/2013,39.0702778,-76.5455556,11,2013,2013-11
18405,2013-11-09 21:20:00,leavenworth,ks,us,fireball,300,5 minutes,Slow moving fireballs going across sky in Leavenworth.,11/11/2013,39.3111111,-94.9222222,11,2013,2013-11
18406,2013-01-19 22:00:00,eagle mountain,ut,us,fireball,180,3 minutes,Saw 2 glowing balls of orange/red  floating to the west of the Holiday in Eagle Mountain.,2/4/2013,40.3141667,-112.0061111,1,2013,2013-01
18407,2013-01-19 22:00:00,shelby,nc,us,light,5,3-5 seconds,Green tailed light.,2/4/2013,35.2922222,-81.5358333,1,2013,2013-01
18408,2013-01-19 23:00:00,cape cod,ma,,flash,5,5 seconds,Bright flashes of light seen in Mashpee night sky.,2/4/2013,41.699096,-70.320911,1,2013,2013-01
18409,2013-11-09 23:05:00,vancouver,wa,us,oval,900,10-15 minutes,Orange lights over Vancouver&#44 WA.,11/11/2013,45.6388889,-122.6602778,11,2013,2013-11
18410,2013-11-09 23:30:00,little rock,ar,us,unknown,0,,Two amber lights moving in sync but too far apart to be connected. no sound.,11/11/2013,34.7463889,-92.2894444,11,2013,2013-11
18411,2014-01-19 02:30:00,southfield,mi,us,disk,900,hours,Circular with colors.,1/24/2014,42.4733333,-83.2219444,1,2014,2014-01
18412,2014-01-19 04:47:00,nixon,tx,us,circle,1620,27 minutes,Flashing object in Nixon&#44 TX.,1/24/2014,29.2672222,-97.7641667,1,2014,2014-01
18413,2014-01-19 07:00:00,camp verde,az,us,fireball,7200,2 hours,Very scary.,1/24/2014,34.5636111,-111.8536111,1,2014,2014-01
18414,2014-01-19 12:00:00,dania beach,fl,us,rectangle,300,5 minutes,Huge silver/gold object by I-95 in broad daylight.,1/24/2014,26.0519444,-80.1441667,1,2014,2014-01
18415,2014-01-19 17:05:00,honolulu,hi,us,cigar,10,10 seconds or less,See above.  ((NUFORC Note:  The photos of interest show tiny&#44 blurry objects.  We suspect they are birds in flight.  PD)),1/24/2014,21.3069444,-157.8583333,1,2014,2014-01
18416,2014-01-19 17:30:00,pleasanton,ca,us,fireball,2,2 seconds,Firework like spark close to ground with an oddly high and long Chem trail behind it.,1/24/2014,37.6625000,-121.8736111,1,2014,2014-01
18417,2014-01-19 18:00:00,sandy,ut,,sphere,600,10 minutes,3 to 4 red spheres at a time&#44 flying&#44 hovering&#44 and disappearing over 10 minute span.,1/24/2014,40.5725,-111.859722,1,2014,2014-01
18418,2014-01-19 18:20:00,harvey,la,us,fireball,300,5 minutes,Red fireball observed above Harvey&#44 La. moving from North to South direction.,1/24/2014,29.9033333,-90.0772222,1,2014,2014-01
18419,2014-01-19 18:36:00,wellington,fl,us,light,240,4 minutes,Circular&#44 very strong white light.,1/24/2014,26.6583333,-80.2416667,1,2014,2014-01
18420,2014-01-19 18:50:00,welland (canada),on,ca,other,30,30 seconds,An unexplained hman shaped being in my yard.,1/24/2014,42.983333,-79.25,1,2014,2014-01
18421,2014-01-19 19:00:00,vail,co,us,flash,5,4-5 seconds,White flash came out of complete darkness in between a cluster of stars.,1/24/2014,39.6402778,-106.3736111,1,2014,2014-01
18422,2014-01-19 19:17:00,carlsbad,ca,us,circle,300,5 minutes,Fireball in the sky over Carlsbad State Beach&#44 California.,1/24/2014,33.1580556,-117.3497222,1,2014,2014-01
18423,2014-01-19 19:20:00,pflugerville,tx,us,formation,0,i saw the last minute of,Random formation of bright orange lights reduces into triangle before extinguishing.,1/24/2014,30.4391667,-97.6197222,1,2014,2014-01
18424,2014-01-19 19:20:00,prescott valley,az,us,circle,4,4 seconds,A circular object with a trail of white light heading north. It looked as if the object left in a sideways u-parabola&#44 disappearing.,1/24/2014,34.6100000,-112.315,1,2014,2014-01
18425,2014-01-19 19:30:00,freehold,nj,us,circle,420,7 minutes,Hovering light object underneath Orion&#39s Belt.,1/24/2014,40.2600000,-74.2741667,1,2014,2014-01
18426,2014-01-19 19:30:00,highway#1 trans canada (canada),sk,,diamond,0,travelling,Bright Light in Sky w/ 4 white lights creating a diamond shape on bottom &amp; 2 flashing red lights.,1/24/2014,48.575761,-88.818996,1,2014,2014-01
18427,2014-01-19 19:45:00,las cruces,nm,us,light,300,5 minutes,Saw a large fast moving red and yellow light that came to a complete stop and slowly faded. Then one more right after the first one.,1/24/2014,32.3122222,-106.7777778,1,2014,2014-01
18428,2014-01-19 20:00:00,redwood valley,ca,us,changing,0,nightly,Red&#44 Green&#44 Blue lights that flash around item in eastern sky nightly.,1/24/2014,39.2655556,-123.2033333,1,2014,2014-01
18429,2014-01-19 20:15:00,prescott,az,us,fireball,10,5-10 seconds,Unidentified object object obscures radio.,1/24/2014,34.5400000,-112.4677778,1,2014,2014-01
18430,2014-01-19 20:50:00,walnut,ca,us,circle,0,,It is a cloudy night and the circular shaped lights are.comstantly moving in unison.  ((NUFORC Note:  Advertising lights?  PD)),1/24/2014,34.0202778,-117.8644444,1,2014,2014-01
18431,2014-01-19 21:00:00,elsmere,de,us,light,3,2-3 seconds,Greenish light splits into 2 with a yellowish glow.,1/24/2014,39.7391667,-75.5983333,1,2014,2014-01
18432,2014-01-19 21:15:00,delanco,nj,us,light,240,4 minutes,Formation of silent orange lights moving across clear sky.,1/24/2014,40.0505556,-74.9538889,1,2014,2014-01
18433,2014-01-19 23:00:00,portland,or,us,light,3,3 seconds,An odd white light streaked briefly overhead and then disappeared. Looked like it was on a diagonal path. Lasted only 3 seconds&#44 but wa,1/24/2014,45.5236111,-122.675,1,2014,2014-01
18434,2014-01-19 23:00:00,raleigh,nc,us,circle,45,45 seconds,Tonight me and my wife saw a Orangish Red Circle that emerge from over our house&#33 We watched it for about 45 seconds and it appeared to,1/24/2014,35.7719444,-78.6388889,1,2014,2014-01
18435,2014-01-19 23:00:00,riverview,fl,us,other,600,5-10 minutes,Dark undulating bubble or cloud with two hoola hoop type rings on either side standing vertical; muti-colored spinning lights.,1/24/2014,27.8658333,-82.3266667,1,2014,2014-01
18436,2014-01-19 23:00:00,wake forest,nc,us,formation,120,2 minutes,Line of 8 big lights.,1/24/2014,35.9797222,-78.51,1,2014,2014-01
18437,1951-01-20 04:30:00,palm springs,ca,us,cigar,3,one and a half hours,01/20/51     Palm Springs CA     light     hour and a half     bluish-white light of worm-like shape        04/09/06,5/15/2006,33.8302778,-116.5444444,1,1951,1951-01
18438,1958-01-20 22:43:00,birchy bay (canada),nf,ca,disk,180,3min,i couldn&#39t believe what i saw&#44 it was like being in a movie&#44 i still can&#39t believe such an experience.,2/24/2005,49.333333,-54.733333,1,1958,1958-01
18439,1963-01-20 22:00:00,holyoke,ma,us,disk,1200,20 ninutes,6 massive ufo&#39s parked on moon. old sighting,2/22/2005,42.2041667,-72.6166667,1,1963,1963-01
18440,1968-01-20 19:00:00,gloucester,nj,,disk,300,5min.  &amp;  5min.,Myself and a girlfriend were laying in the backseat of a car parked on a lonely street next to a power house&#44 old factories&#44 and a wate,12/23/2002,0,0.0,1,1968,1968-01
18441,1969-01-20 19:00:00,lake wales,fl,us,disk,300,5 minutes or so,The ufo used simulated police lights to pull me over and then just sat there apparently observing me.,12/2/2000,27.9011111,-81.5861111,1,1969,1969-01
18442,1970-01-20 15:00:00,danville,nh,us,egg,1200,20 min,sister ans i were sliding in the snow;when this egg object landed;,1/22/2000,42.9125000,-71.125,1,1970,1970-01
18443,1976-01-20 02:00:00,millis,ma,us,unknown,0,,Crashed UFO in Ma?,4/16/2005,42.1675000,-71.3583333,1,1976,1976-01
18444,1978-01-20 02:00:00,midland,tx,us,cigar,30,30 seconds,Large cigar shaped hovering craft with flashing lights.,4/16/2005,31.9972222,-102.0775,1,1978,1978-01
18445,1983-01-20 18:30:00,glidden,ia,us,light,180,3 minuets,Saw star like object fly stright horizontal and vertical  lines with 90 degree angels at all turns.,10/15/2002,42.0569444,-94.7286111,1,1983,1983-01
18446,1989-01-20 18:00:00,bourbonnais,il,us,other,180,3 min,Large craft 2000 feet above ground,4/27/2007,41.1416667,-87.875,1,1989,1989-01
18447,1991-01-20 03:00:00,scarsdale,ny,us,other,300,5 minutes,Guard dogs on the hunt,6/4/2004,41.0050000,-73.785,1,1991,1991-01
18448,1993-01-20 18:50:00,gainesville,fl,us,light,900,15 minutes,A bright orange ball of light hovering approximately 500 feet above the tree line with no sound coming from it.,1/28/1999,29.6513889,-82.325,1,1993,1993-01
18449,1993-01-20 21:00:00,new hope,al,us,triangle,300,5 min,On that night it was very cold. I had carried the trash out and notice a bright light at the horizon. Being fascinated by all things in,4/1/2001,34.5369444,-86.3944444,1,1993,1993-01
18450,1993-01-20 21:00:00,oliverea,ny,us,light,300,5 minutes,two lights hovering over remote area of Catskill Mountains&#44 made no sound&#44 turned a sharp angle&#44 and sped away,5/24/2005,42.0652778,-74.4605556,1,1993,1993-01
18451,1995-01-20 19:00:00,west bend,wi,,circle,1200,20 minutes,Was followed home by a bright object in the sky,1/22/2000,43.797762,-88.003208,1,1995,1995-01
18452,1995-01-20 19:40:00,branford,ct,us,unknown,5,5 sec.,Man witnesses &quot;very bright orange-red&quot; object streak down out of the sky and disappear.  No explosion&#33,11/2/1999,41.2794444,-72.8155556,1,1995,1995-01
18453,1996-01-20 21:44:00,stockton,nj,us,light,900,15 mintues,2 men saw craft appear as star and moved at lighting speed and disapear into another star.,12/23/2002,40.4077778,-74.9786111,1,1996,1996-01
18454,1996-01-20 22:00:00,madison,wi,us,unknown,180,3 min.,Anonymous caller reports seeing a cigar-shaped craft&#44 with &quot;8 dim blue and red lights&quot; along its length.  (No other details provided.),11/2/1999,43.0730556,-89.4011111,1,1996,1996-01
18455,1999-01-20 17:30:00,marshfield,mo,us,light,2400,40 minutes,Red pulsating light,2/16/1999,37.3386111,-92.9069444,1,1999,1999-01
18456,1999-01-20 19:30:00,butte,mt,us,diamond,60,1 min. app.,We were driving &amp; just cleared the top of the Continental Divide when we spotted a huge light in the sky just ahead of the car.  It was,2/16/1999,46.0038889,-112.5338889,1,1999,1999-01
18457,1999-01-20 20:30:00,olney,il,us,chevron,10,10 seconds,Stargazing&#44 saw a dimly lit V-shape coming overhaed from west t east&#44 thought it was geese&#44 but to fast-dissapeared to east in 8-10 sec,2/16/1999,38.7308333,-88.0852778,1,1999,1999-01
18458,1999-01-20 20:35:00,granada hills,ca,us,other,120,approx.2mins.,Myself and 3 others were in a car on the freeway when we saw a vertically long flying object moving slowly approximately 4 months ago.,5/24/1999,34.2647222,-118.5222222,1,1999,1999-01
18459,2000-01-20 10:39:00,cairo,wv,us,circle,20,15 to 20 seconds,Rotating in circles and then disappeared after about 15 seconds.,1/22/2000,39.2086111,-81.1575,1,2000,2000-01
18460,2000-01-20 13:30:00,salt lake city,ut,us,disk,600,10 minutes,Saucer&#44 15&#39 diameter&#44 nw direction&#44 no sound,1/22/2000,40.7608333,-111.8902778,1,2000,2000-01
18461,2000-01-20 17:07:00,bryant,wi,us,circle,4,4 seconds,I&#39m in Northern Wisconsin&#44 object was seen in southern horizon going from east to west - 4 seconds from horizon to horizon&#44 probably me,1/22/2000,45.2080556,-89.0238889,1,2000,2000-01
18462,2000-01-20 18:00:00,columbus,oh,us,fireball,5,5 sec.,Yesterday&#44 1/20/00 at exactly 6:00p.m.&#44 I observed a &quot;green meteor&quot;? falling from north to south in Columbus&#44 Ohio.  My wife and son an,1/22/2000,39.9611111,-82.9988889,1,2000,2000-01
18463,2000-01-20 18:00:00,wilmington,ca,us,light,5,1/2 hour,I saw three lights come together and then split apart continously for 30 min. over S Los Angeles.  ((NUFORC Note:  Ad&#39 lights??  PD)),1/22/2000,33.7800000,-118.2616667,1,2000,2000-01
18464,2000-01-20 21:30:00,bradenton,fl,us,fireball,60,app. 1 min.,Waiting for the lunar eclipse at Bishop planetarium&#44I noticed it in the sky due east and didn`&#39t realize it wasn&#39t a plane at first.,2/23/2000,27.4986111,-82.575,1,2000,2000-01
18465,2000-01-20 21:35:00,bradenton,fl,us,fireball,120,2min,Bishop planetarium &#44luner eclipse&#44 telscopes were set on saturn&#44jupiter and the moon.We were sitting under a covered set of tables when,2/23/2000,27.4986111,-82.575,1,2000,2000-01
18466,2000-01-20 22:00:00,columbus,ne,us,triangle,480,5-8min,Triangular craft seen by three females.,3/19/2002,41.4297222,-97.3680556,1,2000,2000-01
18467,2000-01-20 22:00:00,vancouver (canada),bc,ca,chevron,30,00:00.30,Black Chevron object&#44 camoflauged with the dark sky. no lights&#44 no sound.,1/29/2002,49.25,-123.133333,1,2000,2000-01
18468,2000-01-20 22:10:00,houston (clear lake area),tx,us,triangle,15,within a 15 sec. span,Observed two triangular (side by side) profiled object during eclipse..,2/16/2000,29.7630556,-95.3630556,1,2000,2000-01
18469,2000-01-20 22:14:00,houston,tx,us,diamond,45,45 seconds,two diamond shaped &#39craft&#39 during eclipse,1/22/2000,29.7630556,-95.3630556,1,2000,2000-01
18470,2000-01-20 22:22:00,memphis,tn,us,other,6,approx 6 seconds,An arc-shaped object&#44 moving at possibly a high rate of speed&#44 was seen moving from overhead to south. The object was almost invisible&#44,1/22/2000,35.1494444,-90.0488889,1,2000,2000-01
18471,2000-01-20 22:30:00,hialeah (561 w. 4th ave.),fl,us,other,10,10 seconds,I saw a shooting star coming into earth and the light went off and this big object with two wings(not feathers) appear and all of the s,2/16/2000,25.8572222,-80.2783333,1,2000,2000-01
18473,2000-01-20 23:10:00,belcamp,md,us,triangle,120,2 min,While viewing the lunar eclipse I saw a triangle of 11 small dim lights pass between me and the moon. The formation traveled to the sou,1/22/2000,39.4688889,-76.2336111,1,2000,2000-01
18474,2000-01-20 23:15:00,pembroke pines,fl,us,light,45,45 sec.,At approximately 11:15 PM on January 20&#44 2000 my wife and I went out by our pool to watch the Lunar Eclipse.  Just before returning int,1/22/2000,26.0027778,-80.2241667,1,2000,2000-01
18475,2001-01-20 02:00:00,newport,or,us,light,5,5 seconds,Two parellel luminescent lights decended from sky and vanished over ocean without sound.,2/18/2001,44.6369444,-124.0522222,1,2001,2001-01
18476,2001-01-20 06:00:00,cumbrland,me,,light,900,15 min,Maine012001,2/18/2001,43.796573,-70.258521,1,2001,2001-01
18477,2001-01-20 09:53:00,poughquag,ny,us,circle,300,5 minutes,Fast moving saucer like object over Dutchess County.,2/18/2001,41.6088889,-73.6822222,1,2001,2001-01
18478,2001-01-20 19:00:00,ridge,ny,us,light,10,10 sec,BLUE LIGHTS....shinning in my window,2/18/2001,40.8938889,-72.8963889,1,2001,2001-01
18479,2001-01-20 19:15:00,kailua-kona,hi,,fireball,5,5 seconds,bright fire ball cfrossing the sky blueish/green with a tail.,2/18/2001,19.639994,-155.996926,1,2001,2001-01
18484,2002-01-20 14:20:00,hollywood beach,fl,us,unknown,1200,20 min.,Sightiings of 5 stationary objects&#44 about 30 degrees obove horizon at Hollywood Beach&#44 Florida&#44 on a warm sunny afternoon.,1/29/2002,30.2538889,-85.9569444,1,2002,2002-01
18486,2002-01-20 15:30:00,hollywood,fl,us,sphere,900,10-15 minutes,7 spheres sighted  in broad daylight&#443 in triangle shape formation.hollywood&#44fl.,9/1/2004,26.0108333,-80.1497222,1,2002,2002-01
18487,2002-01-20 18:00:00,shaftsbury,vt,,other,600,10 minutes,Unidentified string of ball lights seen in valley of Shaftsbury&#44 near Rte 7A..heading South to Bennington spotted off Old Depot rd.,1/29/2002,43.003675,-73.195509,1,2002,2002-01
18488,2002-01-20 19:30:00,doylestown,pa,us,light,2,few seconds,Strange meteor-like light&#44 green and blue&#44 long trail&#44 very big,3/19/2002,40.3100000,-75.1302778,1,2002,2002-01
18489,2002-01-20 20:00:00,anchorage,ak,us,unknown,60,1 minute,A reddish star like object moved very fast across the sky before dissappearing half-way across.,12/23/2002,61.2180556,-149.9002778,1,2002,2002-01
18490,2002-01-20 20:18:00,alexandria,va,us,light,1,about 1 second,colorful&#44 bright&#44  fast light of line,1/29/2002,38.8047222,-77.0472222,1,2002,2002-01
18491,2002-01-20 20:20:00,bahama,nc,us,fireball,0,,THE SKY WAS CLEAR&#44 NO CLOUDS.  WE SAW A BALL OF LIKE FIRE WITH A STREAK BEHIND IT.WE BOTH SAW THE SAME THING&#44 SO I KNOW I WAS NOT I,1/29/2002,36.1658333,-78.8769444,1,2002,2002-01
18492,2002-01-20 20:30:00,dry fork,va,us,light,5,5 seconds,ROUND GREEN / BLUE LIGHTED OBJECT @ 800&#39 ELEVATION SEEN FOR ABT. 5 SECONDS,1/29/2002,36.7544444,-79.4,1,2002,2002-01
18493,2002-01-20 23:00:00,huntinton,wv,,fireball,60,1 minute,wowk tv reported on the 11 oclock news that reports from across the state were coming into there weather station of a huge fireball at,1/29/2002,38.41925,-82.445154,1,2002,2002-01
