,datetime,city,state,country,shape,duration_(seconds),duration_(hours/min),comments,date_posted,latitude,longitude,month,year,year_month
18494,2002-01-20 23:15:00,las vegas,nv,us,changing,50,50 seconds,We saw an odd-shaped object with a tilted oval bottom and what appeared to be a triangular sail pointing off to the side.,1/29/2002,36.1750000,-115.1363889,1,2002,2002-01
18495,2003-01-20 07:00:00,oveido,fl,,triangle,60,1min.,it was triangular object with a white light flashing in the middle.,2/25/2003,28.669997,-81.20812,1,2003,2003-01
18496,2003-01-20 07:15:00,glen mills,pa,us,teardrop,240,4 minutes,I woke up at 7 this morning. We have windows in our house that are very large and everywhere. I got something to drink and sat on my co,3/21/2003,39.9191667,-75.4919444,1,2003,2003-01
18497,2003-01-20 10:30:00,fort hood,tx,,light,2,2 seconds,airplanes cant do what i saw that night...,3/11/2003,31.195001,-97.741314,1,2003,2003-01
18499,2003-01-20 18:20:00,lynnwood,wa,us,triangle,20,20 seconds,triangle craft overhead&#44 Big&#44 Washington state 03&#39,2/11/2003,47.8211111,-122.3138889,1,2003,2003-01
18500,2003-01-20 20:00:00,shasta lake,ca,us,light,30,30 sec.,There was a white dot traveling very fast&#44 zipping from one point to another very fast.,3/11/2003,40.6805556,-122.3697222,1,2003,2003-01
18501,2004-01-20 00:00:00,sioux city,ia,us,fireball,60,1 minute,I saw what looked like a fireball in the sky.,3/2/2004,42.5000000,-96.4,1,2004,2004-01
18502,2004-01-20 00:15:00,silver springs,fl,us,unknown,30,30 seconds,The UFO passed over some tall trees; turned on a search/spot light&#44 and once it realized another vehicle was in the area; vanished.,1/31/2004,29.2163889,-82.0577778,1,2004,2004-01
18503,2004-01-20 06:55:00,lambertville,mi,us,changing,965,6:55 - 8:15,1 ufo was circular with multiple colors&#44 moved slowly 2 ufo was a bright white circular object that moved with relatively the samespeed,1/22/2004,41.7658333,-83.6280556,1,2004,2004-01
18504,2004-01-20 08:30:00,boyce-sharp,la,,other,3600,over an hour,ONE GOLD AND SILVER OBJECT WOULD SPLIT CHASE EACH OTHER AT HIGH SPEEDS AND DISAPPEAR,2/12/2004,31.403509,-92.778207,1,2004,2004-01
18505,2004-01-20 09:05:00,maple valley,wa,us,other,600,10 minutes,A ROUND GOLF BALL SHAPED THING WITH MULTIPLE TWINKLING COLORS,1/22/2004,47.4066667,-122.0375,1,2004,2004-01
18506,2004-01-20 14:30:00,cranston,ri,us,unknown,3600,1 hour,Loud noise like a jet engine that went off and on for an hour making strange sounds.,8/11/2004,41.7797222,-71.4377778,1,2004,2004-01
18507,2004-01-20 17:00:00,winnipeg (canada),mb,ca,fireball,2,few seconds,green fireball from sky falling very fast in the city,1/31/2004,49.883333,-97.166667,1,2004,2004-01
18508,2004-01-20 18:30:00,castro valley,ca,us,light,120,2 minutes,Object travels SLOWLY over Castro Valley&#44 California,1/31/2004,37.6941667,-122.0852778,1,2004,2004-01
18509,2004-01-20 19:00:00,alexandria,la,us,disk,0,,It was a very large metal disc-shaped aircraft with bright lights hovering just above the tree line and then shot off into the sky.,1/31/2004,31.3111111,-92.445,1,2004,2004-01
18510,2004-01-20 19:20:00,corinth,vt,,light,2,few seconds,It looked like a football stadium flood light structure,1/22/2004,44.02757,-72.279744,1,2004,2004-01
18511,2004-01-20 20:00:00,medford,or,us,other,5,5 seconds,At night&#44 2 close lights flying fast parrallel to the ground for 5 seconds with absolutely no sound.,1/22/2004,42.3266667,-122.8744444,1,2004,2004-01
18513,2004-01-20 21:00:00,hopewell township,nj,,light,300,5 minutes,Three bright lights&#44 one sends down beam over my vehicle.,1/31/2004,40.333333,-74.816389,1,2004,2004-01
18514,2005-01-20 01:15:00,brooksville,fl,us,light,1200,20 mins.,Wierd light spotted in Brooksville&#44 Florida  ((NUFORC Note:  Report is not inconsistent with a sighting of the star&#44 Sirius.  PD)),1/27/2005,28.5550000,-82.3880556,1,2005,2005-01
18515,2005-01-20 02:30:00,mountain ranch,ca,us,triangle,2700,45 minutes,Triangular object w/o the bottom.  Red then Green then Yellow white flashing.  Hanged in  the sky.((NUFORC Note:  Possibly Venus.  PD)),1/27/2005,38.2283333,-120.5397222,1,2005,2005-01
18517,2005-01-20 06:00:00,bruce,ms,us,light,0,all night,It almost looked as if the moon had a shadow and it was falling straight to earth,2/22/2005,33.9919444,-89.3488889,1,2005,2005-01
18518,2005-01-20 12:00:00,henderson,nv,us,triangle,180,3:00 min.,The craft was high and large with a wind breaze as it just sits there.i was takeing out the trash and my hands were slippery and greacy,10/11/2005,36.0397222,-114.9811111,1,2005,2005-01
18519,2005-01-20 13:00:00,columbus,mt,us,disk,60,1 minute,Dark saucer-shape with human-like entities on board.  ((NUFORC Note:  Possibly not a serious report.  PD)),1/27/2005,45.6366667,-109.2513889,1,2005,2005-01
18520,2005-01-20 19:38:00,thetford,vt,,other,240,4 minutes,A cluster of yellow-orange lights that formed an arched line in the sky appeared and disappeared instantly.,1/27/2005,43.825058,-72.243469,1,2005,2005-01
18521,2005-01-20 23:00:00,oxford,ct,us,rectangle,60,1 minute,This was a lit up object moving slowly&#44 then jumping quickly and hovering above the woods and homes of CT.((NUFORC: Student rept..PD)),1/27/2005,41.4338889,-73.1172222,1,2005,2005-01
18522,2005-01-20 23:00:00,oxford,ct,us,rectangle,60,less than 1 min,Fast moving object that was hovering over trees and houses,2/22/2005,41.4338889,-73.1172222,1,2005,2005-01
18523,2005-01-20 23:45:00,asheville,nc,us,light,600,10 mins,Bright White Light Moving Slower Then Normal Aircraft.,2/14/2006,35.6008333,-82.5541667,1,2005,2005-01
18524,2006-01-20 19:20:00,callaway,va,us,unknown,600,10 minutes,seethrough square with elongated pentagon shapes on all sides and long poles with lights surrounding object.,2/14/2006,37.0113889,-80.0497222,1,2006,2006-01
18525,2006-01-20 21:30:00,abilene,tx,us,light,2,few seconds,4 Round Orange Glowing Objects,2/14/2006,32.4486111,-99.7327778,1,2006,2006-01
18526,2007-01-20 00:10:00,oneida,ny,us,oval,10,10 seconds,Green&#44 Red and Blue Ball of Light Seen in the Sky above Oneida&#44 NY,2/1/2007,43.0925000,-75.6516667,1,2007,2007-01
18527,2007-01-20 01:00:00,elizabeth,wv,us,circle,420,7 mins,My friend and i where in a car at 1:30 and a bright white flashing light.,2/1/2007,39.0633333,-81.3952778,1,2007,2007-01
18528,2007-01-20 08:20:00,monroe,mi,us,cigar,600,10 minutes,Bright light disapears 2 times then reveals an object,2/1/2007,41.9163889,-83.3977778,1,2007,2007-01
18529,2007-01-20 08:31:00,kannapolis,nc,us,rectangle,300,5min,UFOs that have humans coming out of them&#33&#33&#33&#33,2/1/2007,35.4872222,-80.6219444,1,2007,2007-01
18530,2007-01-20 10:00:00,eureka,ca,us,triangle,180,2-3 minutes,Single silent V-shaped ufo seen in southern sky over Eureka&#44 Ca. at about  8pm on Jan. 20&#44 2007.,2/1/2007,40.8022222,-124.1625,1,2007,2007-01
18531,2007-01-20 12:35:00,tacoma,wa,us,sphere,300,5 minutes,Two UFO sighted over Tacoma&#39s Commencement Bay,2/1/2007,47.2530556,-122.4430556,1,2007,2007-01
18533,2007-01-20 17:50:00,gurnee/waukegan/n. chicago,il,,light,120,1/2 hour,Large Slowly Pulsating Red Light Over Gurnee/Waukegan&#44 IL.,2/1/2007,42.355253,-87.859864,1,2007,2007-01
18534,2007-01-20 18:00:00,paramount,ca,us,disk,600,10 minutes,Red/auburn lights on disc dhaped object over Paramount Ca,2/1/2007,33.8894444,-118.1588889,1,2007,2007-01
18535,2007-01-20 18:25:00,tampa,fl,us,egg,1200,20 minutes,Bluish Egg Shaped craft with red and blue blinking lights over Tampa,2/1/2007,27.9472222,-82.4586111,1,2007,2007-01
18536,2007-01-20 18:45:00,paramount,ca,us,light,600,10 min,Mysterious red light moving accross the Los Angeles sky&#33,2/1/2007,33.8894444,-118.1588889,1,2007,2007-01
18537,2007-01-20 18:48:00,laporte,in,us,triangle,300,5 minutes,2 triangular shaped crafts hovering low with bright lights.,2/1/2007,41.6105556,-86.7225,1,2007,2007-01
18538,2007-01-20 19:00:00,newtown,ct,us,unknown,0,still there,Object is still there&#44 it moves up and down appears to be turning around can only see with our eyes dont have any equipment for closer,2/1/2007,41.4138889,-73.3038889,1,2007,2007-01
18539,2007-01-20 19:57:00,ocean city,md,us,other,20,10-20 seconds,orange light zig-zags over ocean city&#44maryland,2/1/2007,38.3363889,-75.0852778,1,2007,2007-01
18540,2007-01-20 20:00:00,wheatley (canada),on,ca,triangle,10,10 seconds,4 dim lights&#44 travelling in a straight line&#44 in a triangular formation&#44 quickly&#44 with no sound&#44 at a low elevation,2/1/2007,42.1,-82.45,1,2007,2007-01
18542,2007-01-20 21:00:00,north vancouver (canada),bc,ca,flash,5,5 seconds,Pin point of light in night sky comes at me or expands into larger ball of light  then retreats and disappears.,6/12/2007,49.316667,-123.066667,1,2007,2007-01
18544,2007-01-20 21:01:00,jordan,mn,us,triangle,20,20 seconds,Large lights,8/14/2007,44.6669444,-93.6266667,1,2007,2007-01
18545,2008-01-20 00:00:00,penns grove,de,,other,900,15min,as if it was just sitting in the sky&#44as if it there where no gravity moving in unhuman tec.,3/4/2008,39.729558,-75.467973,1,2008,2008-01
18546,2008-01-20 00:15:00,memphis,tn,us,sphere,600,10 minutes,I saw a bright orange sphere that hung in the sky for nearly 10 minutes&#33,1/21/2008,35.1494444,-90.0488889,1,2008,2008-01
18547,2008-01-20 02:00:00,clarksville,tx,us,rectangle,1200,20 minutes,Two large Rectangular oblects with multicolored lights all around and one had a large red beam that either was transferring something o,1/21/2008,33.6105556,-95.0525,1,2008,2008-01
18548,2008-01-20 03:00:00,cumberland (canada),bc,ca,unknown,0,,our son pghotographed this object in the early hours of 01/20/08 at  Cumberland British Columbia Canada.  ((NUFORC Note:  Venus?  PD)),2/14/2008,45.52,-75.41,1,2008,2008-01
18549,2008-01-20 04:45:00,aberdeen,nj,,teardrop,900,15 minutes,Very bright&#44 bell-shaped objects dissapear and reappear over Monmouth County&#44 New Jersey.,2/14/2008,40.417095,-74.222115,1,2008,2008-01
18550,2008-01-20 05:58:00,east dublin,ga,us,other,480,7-8 min,MUFON/GEORGIA FOLLOW-UP REPORT:  Person witnesses peculiar pulsing light near his home.,4/17/2008,32.5480556,-82.8719444,1,2008,2008-01
18551,2008-01-20 05:58:00,east dublin,ga,us,oval,420,7 minutes,Landing of a 3 lighted fairly large craft with pulsing red to amber lights. No sound at all.,1/21/2008,32.5480556,-82.8719444,1,2008,2008-01
18552,2008-01-20 05:58:00,east dublin,ga,us,oval,420,7 minutes,MUFON/GEORGIA FOLLOW-UP REPORT:  Landing of a 3 lighted&#44 fairly large craft with pulsing red to amber lights.,3/31/2008,32.5480556,-82.8719444,1,2008,2008-01
18553,2008-01-20 08:30:00,tallmadge,oh,us,disk,60,1 minute,Dark colored (rounded off) disk (dome) came over a hillside near the fair grounds at RT 91 and zig zagged for a minute or so like a top,1/21/2008,41.1013889,-81.4419444,1,2008,2008-01
18554,2008-01-20 09:20:00,denver,co,us,changing,420,7 minutes,White object&#44 ufo&#44 changing shape&#44 moving North of Denver,2/14/2008,39.7391667,-104.9841667,1,2008,2008-01
18555,2008-01-20 10:30:00,des peres,mo,us,circle,30,30 seconds,silver circle in st. louis,1/21/2008,38.6008333,-90.4327778,1,2008,2008-01
18556,2008-01-20 10:45:00,san antonio,tx,us,light,60,1:00,the light streaked across and then another light appeared behind the car a was just hovering above,1/21/2008,29.4238889,-98.4933333,1,2008,2008-01
18557,2008-01-20 11:00:00,north vancouver (canada),bc,ca,triangle,180,3 minutes,1 triangle shaped grey object flew in landing gear first with very large landing gear on either wing.,2/14/2008,49.316667,-123.066667,1,2008,2008-01
18558,2008-01-20 14:00:00,lebanon,or,us,sphere,5,2-5 se onds,Jan 20 2008 Seen a silver sphere in the air.,2/14/2008,44.5366667,-122.9058333,1,2008,2008-01
18559,2008-01-20 14:25:00,fircrest,wa,us,unknown,420,7 minutes +/- 2,Unexplained object high in the sky&#44 bright lights - to barely unnoticable - to disappearing within 8-10 mins.,1/21/2008,47.2397222,-122.5147222,1,2008,2008-01
18560,2008-01-20 17:11:00,morgan hill,ca,us,other,180,3 minutes,Morgan Hill&#44 CA&#44 3 min.&#44 white object tumbling down 200-300 feet&#442 sets of lights&#44 stops and flies horizontally.,1/21/2008,37.1305556,-121.6533333,1,2008,2008-01
18561,2008-01-20 19:00:00,marysville,wa,us,circle,420,7 minutes,UFO with red&#44 white&#44 blue flashing lights moving like a strobe light at different angles rapidly.,2/14/2008,48.0519444,-122.1758333,1,2008,2008-01
18562,2008-01-20 19:08:00,indiana,pa,us,unknown,300,5 minutes,Bright light in sky then disappears instantly after 5 minutes in the sky,2/14/2008,40.6213889,-79.1527778,1,2008,2008-01
18563,2008-01-20 19:56:00,janesville,ca,us,triangle,12,12 seconds,Flashing light object that flew low to the ground&#44 was quiet&#44 and was not fast&#44 nor slow.,1/21/2008,40.2966667,-120.5230556,1,2008,2008-01
18564,2008-01-20 20:00:00,batesville,ar,us,diamond,180,3 minutes,Object Extremely quite and maneuverable; could have been inches above our heads at anytime unaware to us,3/10/2011,35.7697222,-91.6408333,1,2008,2008-01
18565,2008-01-20 20:30:00,oak lawn,il,us,oval,20,20 sec,2 oval shaped flying next to each other,4/17/2008,41.7108333,-87.7580556,1,2008,2008-01
18567,2008-01-20 21:33:00,elmhurst,il,us,disk,0,,A disk like object with glowing lights.,2/14/2008,41.8994444,-87.9402778,1,2008,2008-01
18568,2008-01-20 21:52:00,lancaster,ca,us,circle,90,1.5 minutes,huge bright light moving crazily in the sky and then disappearing in lancaster&#44 california and have a video.,2/14/2008,34.6980556,-118.1358333,1,2008,2008-01
18569,2008-01-20 22:09:00,haleyville,al,us,triangle,720,10 - 12 minutes,Triangle seen in silhoutte against lunar disk.  ((NUFORC Note:  Exceptionally good report; object seen on edge of full Moon.  PD)),2/14/2008,34.2263889,-87.6213889,1,2008,2008-01
18572,2008-01-20 23:55:00,denton,tx,us,chevron,2,2 seconds,Amber colored&#44 glowing chevron shaped object flew by overhead.,2/14/2008,33.2147222,-97.1327778,1,2008,2008-01
18573,2009-01-20 02:00:00,conyers,ga,us,unknown,18000,1-5 hours,i saw something in the sky,3/19/2009,33.6675000,-84.0177778,1,2009,2009-01
18574,2009-01-20 02:26:00,deer park,ny,us,disk,540,9 minutes,ufo over long island&#44 new york,3/19/2009,40.7616667,-73.3297222,1,2009,2009-01
18575,2009-01-20 05:00:00,marathon,fl,us,circle,300,5 minutes,Two cluster of lights stationary in sky 45 degrees off horizon,3/19/2009,24.7133333,-81.0905556,1,2009,2009-01
18576,2009-01-20 17:00:00,washington&#44 d.c.,dc,,cigar,1,1 sec,I was watching this video on cnn.com look in the far right and watch object fly past sky infront of statue,3/19/2009,38.907231,-77.036464,1,2009,2009-01
18577,2009-01-20 19:00:00,lordsburg (east of),nm,us,rectangle,2700,45 min.,very strange object,5/12/2009,32.3502778,-108.7080556,1,2009,2009-01
18578,2009-01-20 19:00:00,san francisco/benicia,ca,,changing,3600,1 hour and counting,1-20-09 Mysterious formation of lights over Pacific Ocean.  ((NUFORC Note:  Venus.  PD)),3/19/2009,38.073912,-122.188493,1,2009,2009-01
18579,2009-01-20 19:15:00,wasilla,ak,us,triangle,900,15 minutes,3 lights low on north horizon outside of Wasilla&#44 AK 01/20/09 @ 7:15pm local time.,3/19/2009,61.5813889,-149.4394444,1,2009,2009-01
18580,2009-01-20 19:45:00,modesto,ca,us,unknown,120,2 minutes,Slowly pulsing red light moving slowly in a south east direction over Modesto&#44 Ca.,3/19/2009,37.6391667,-120.9958333,1,2009,2009-01
18581,2009-01-20 20:00:00,lake geneva,wi,us,light,1200,20 min.,Bright light in Lake Genva sky-not a star or plane.  ((NUFORC Note:  If the witness was looking west&#44 the object was Venus.  PD)),3/19/2009,42.5916667,-88.4333333,1,2009,2009-01
18582,2009-01-20 20:20:00,victorville,ca,us,rectangle,30,30 seconds,Rectangular grid of orange lights hovering over Apple Valley&#44 CA,3/19/2009,34.5361111,-117.2902778,1,2009,2009-01
18583,2009-01-20 22:00:00,damiansville,il,us,unknown,600,5-10 min,It had a bright light in the front that looked like a spotlight&#44 then in the back there were multicolor lights.,3/19/2009,38.5100000,-89.6194444,1,2009,2009-01
18584,2009-01-20 22:00:00,spring hill,ks,us,light,480,9:58-10:06,Light&#44 silent&#44 made three stops and emitted red sparkling material from light to ground over a four minute span.,3/19/2009,38.7430556,-94.8252778,1,2009,2009-01
18585,2009-01-20 22:19:00,goodland,mo,us,circle,25,25 sec,looking sw in goodland&#44ks i saw three sucessions of orange circular lights,3/19/2009,37.6361111,-91.0016667,1,2009,2009-01
18586,2009-01-20 23:23:00,okeechobee,fl,us,unknown,120,2 minutes,Huge-bright light in sky&#44 subdues in a ball-like object hovering 1000 feet above my neighbors rooftop...,3/19/2009,27.2436111,-80.83,1,2009,2009-01
18588,2010-01-20 02:00:00,pt. mugu/oxnard,ca,,light,1800,30 minutes,Aurora borealis object,7/14/2013,34.12855,-119.125979,1,2010,2010-01
18589,2010-01-20 03:34:00,gowanda,ny,us,fireball,5,<5 sec.,((HOAX??))  very fast fireballs&#44very scared.,2/14/2010,42.4630556,-78.9361111,1,2010,2010-01
18590,2010-01-20 07:45:00,walnut,ia,us,flash,60,1 minute,HUGE Flash of Pale Blue Light &amp; Loud Cracking Sound in Walnut&#44 IA.,2/14/2010,41.4775000,-95.2216667,1,2010,2010-01
18592,2010-01-20 12:00:00,san jose,ca,us,disk,3600,1hr,I was in the back yard with grandkids&#44saw a bright light in the sky coming towards us&#44it stopped over my house&#44then i started taken vid,11/21/2010,37.3394444,-121.8938889,1,2010,2010-01
18593,2010-01-20 18:00:00,north stonington,ct,us,light,1200,20 minutes,Strange Lights and booming noises in North Stonington CT,2/14/2010,41.4408333,-71.8816667,1,2010,2010-01
18594,2010-01-20 18:45:00,bandon,or,us,other,900,15 minutes,Close Encounter of the 5th Kind. ((NUFORC Note:  Possibly not a serious-minded report.  PD)),2/14/2010,43.1191667,-124.4072222,1,2010,2010-01
